Employee_ID,Age,Gender,Marital_Status,Education_Level,Department,Job_Role,Total_Work_Experience,Years_at_Company,Years_in_Current_Role,Promotion_Count,Business_Travel,Work_Mode,Distance_From_Home,Monthly_Salary,Annual_Bonus,Stock_Option_Value,Overtime_Hours,Monthly_Expenses,Compensation_Band,Performance_Rating,Manager_Rating,Training_Hours,Certification_Count,Project_Count,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Relationship_Satisfaction,Recognition_Score,Manager_Support,Engagement_Index,Productivity_Index,Financial_Stress_Index,Attendance_Score,Career_Growth_Index,Annual_Compensation,Experience_Band,Attrition
EMP103022,47,Male,Married,Doctorate,Sales,Lead,18,2.2,0.8,1,Rarely,Remote,6.6,19609.69,60631.4,220395.7,5.0,14483.53,High,4,4.0,31.7,1,8,5,5,5.0,6,6,4,5.25,61.0,75.31,88.88,40.42,516343.38,Mid,0
EMP103023,38,Male,Married,High School,Sales,Senior Engineer,18,4.5,1.3,0,Rarely,Remote,0.9,14112.65,50033.02,0.0,13.4,6449.3,High,5,5.0,29.9,4,8,7,5,5.0,5,6,6,6.0,69.97,41.86,88.4,36.05,219384.82,Mid,0
EMP103024,29,Female,Single,Master,Marketing,Associate,9,6.2,0.4,2,Never,Office,5.3,9440.07,10539.74,0.0,5.8,2189.49,Low,4,4.0,26.7,0,5,7,7,6.0,7,8,7,7.25,60.65,64.52,94.23,34.71,123820.58,Junior,0
EMP103025,34,Female,Married,Bachelor,Engineering,Senior Engineer,14,2.9,1.5,1,Never,Hybrid,12.2,12913.96,35834.85,384215.83,3.6,8161.97,Medium,4,4.0,25.3,0,4,3,2,5.0,3,1,2,2.25,43.46,64.69,83.48,30.36,575018.2,Mid,1
EMP103026,35,Male,Married,Master,Sales,Senior Engineer,9,3.1,1.9,1,Frequently,Hybrid,11.5,10611.99,27633.7,173450.38,14.9,4727.14,Medium,2,2.0,28.3,0,2,2,2,4.0,5,2,3,3.0,17.16,43.84,81.89,30.17,328427.96,Junior,0
EMP103027,41,Male,Married,Master,Finance,Lead,20,1.7,1.5,0,Frequently,Office,3.9,14250.98,22335.21,733086.09,7.8,8082.19,High,3,3.0,24.1,2,5,4,5,4.0,5,8,7,6.0,45.66,55.71,92.32,28.24,926433.06,Mid,0
EMP103028,24,Female,Married,Master,Support,Associate,1,0.5,0.3,0,Never,Hybrid,59.7,3590.01,8107.38,0.0,11.7,1447.0,Low,4,4.0,29.1,0,3,6,7,8.0,7,8,8,7.25,58.5,42.3,93.77,16.77,51187.5,Entry,0
EMP103029,28,Male,Single,Master,Sales,Associate,6,2.1,0.3,0,Frequently,Office,8.1,3772.25,11516.25,124444.24,20.9,1620.63,Low,3,,16.5,0,1,3,6,4.0,6,7,5,5.25,31.63,50.08,85.66,14.21,181227.49,Junior,0
EMP103030,37,Male,Married,Master,Engineering,Senior Engineer,14,3.5,1.1,0,Never,Hybrid,12.9,10932.47,44808.0,0.0,9.3,5936.29,Medium,2,2.0,23.2,1,2,1,2,2.0,3,2,2,2.0,18.23,55.64,78.8,20.07,175997.64,Mid,1
EMP103031,34,Male,Married,Bachelor,HR,Engineer,13,2.5,2.0,0,Never,Office,4.5,6023.42,10658.47,0.0,8.9,4231.12,Low,3,2.0,28.8,3,1,5,6,5.0,5,6,6,5.5,40.23,83.52,89.16,26.95,82939.51,Mid,1
EMP103032,40,Male,Married,High School,Sales,Manager,17,2.6,1.6,0,Rarely,Remote,29.1,23881.25,,310327.31,6.2,16187.34,High,3,3.0,26.9,0,4,5,6,5.0,5,6,5,5.25,39.49,63.04,90.53,21.1,716650.35,Mid,1
EMP103033,25,Female,Single,Bachelor,Marketing,Associate,5,1.2,0.9,0,Rarely,Remote,9.6,4100.12,31802.8,0.0,1.6,1829.57,Low,3,3.0,26.0,1,1,5,4,4.0,6,5,4,5.0,35.47,43.9,88.93,18.02,81004.24,Entry,0
EMP103034,38,Female,Married,Bachelor,Finance,Lead,11,1.4,0.6,0,Frequently,Office,10.0,13847.69,39288.08,88185.96,5.5,9290.21,High,4,5.0,17.9,2,12,7,8,8.0,8,9,5,7.25,69.88,70.48,96.4,20.45,293646.32,Mid,0
EMP103035,44,Female,Married,Bachelor,Marketing,Manager,24,1.2,0.1,0,Never,Office,11.1,21725.46,9093.93,0.0,0.9,8694.58,High,5,5.0,31.9,2,8,6,5,4.0,6,5,5,5.5,65.75,21.35,90.44,33.83,269799.45,Senior,0
EMP103036,39,Female,Married,Master,Engineering,Senior Engineer,15,3.5,3.1,1,Rarely,Office,11.1,10658.44,,275531.71,7.1,4650.55,Medium,3,2.0,25.4,0,4,5,6,6.0,5,5,7,5.5,39.72,39.06,91.19,25.53,434923.08,Mid,0
EMP103037,36,Male,Married,Master,Sales,Lead,14,4.7,1.6,0,Rarely,Remote,20.8,16395.56,58624.04,535400.21,4.0,10908.24,High,3,3.0,33.4,0,4,1,3,5.0,4,4,5,3.5,36.62,66.8,86.91,25.68,790770.97,Mid,0
EMP103038,34,Male,Married,Doctorate,Engineering,Engineer,7,3.7,0.3,1,Never,Hybrid,13.1,5271.09,1096.91,0.0,10.9,3743.31,Low,2,,20.6,0,1,7,7,4.0,5,6,6,6.0,25.36,86.15,88.09,20.79,64349.99,Junior,0
EMP103039,28,Male,Married,Bachelor,Engineering,Associate,8,4.9,2.9,1,Never,Office,4.0,4302.31,,0.0,3.1,2351.94,Low,3,4.0,26.0,0,3,6,7,8.0,8,6,5,6.25,39.02,59.33,93.26,25.05,55857.9,Junior,0
EMP103040,34,Male,Single,Master,Engineering,Engineer,10,1.4,1.0,0,Frequently,Office,4.4,8423.57,7089.13,0.0,25.6,3977.41,Medium,4,,30.6,0,2,4,3,3.0,7,5,6,5.5,47.9,54.39,83.3,19.4,108171.97,Junior,0
EMP103041,45,Male,Married,Master,Sales,Senior Engineer,22,3.3,1.6,1,Rarely,Hybrid,9.7,14735.22,3080.22,317029.1,1.7,6723.41,High,4,4.0,26.6,1,6,2,4,3.0,4,3,4,3.25,52.08,36.15,87.33,34.37,496931.96,Senior,0
EMP103042,34,Male,Married,Doctorate,Sales,Lead,8,2.3,1.4,0,Frequently,Hybrid,9.2,12180.97,59715.36,0.0,15.8,6086.52,Medium,3,3.0,27.0,0,10,5,5,3.0,2,3,5,3.75,47.48,50.93,83.02,17.4,205887.0,Junior,0
EMP103043,28,Male,Single,Master,Support,Engineer,8,2.9,1.2,1,Frequently,Hybrid,23.0,6280.4,5913.61,0.0,14.5,3085.56,Low,4,4.0,24.6,1,3,7,6,7.0,4,9,6,6.5,56.05,54.31,90.3,26.17,81278.41,Junior,0
EMP103044,31,Male,Married,Bachelor,Engineering,Senior Engineer,10,0.8,0.7,0,Never,Hybrid,21.5,10180.42,3808.28,0.0,7.7,7567.45,Medium,3,3.0,19.4,0,2,3,6,2.0,4,5,4,4.0,36.1,85.41,85.55,16.06,125973.32,Junior,0
EMP103045,37,Female,Single,High School,Engineering,Engineer,15,1.1,0.9,0,Rarely,Remote,6.6,8178.44,39436.77,0.0,6.9,4774.77,Medium,4,4.0,23.3,3,5,4,3,2.0,4,2,5,3.75,48.03,63.1,86.67,25.28,137578.05,Mid,1
EMP103046,32,Female,Single,Doctorate,Sales,Senior Engineer,4,3.5,2.5,0,Rarely,Hybrid,10.6,8927.29,18211.05,107597.23,16.0,4754.72,Medium,3,3.0,,1,4,5,4,6.0,6,5,6,5.5,40.44,58.79,84.87,12.35,232935.76,Entry,0
EMP103047,39,Female,Married,Master,Finance,Lead,16,1.7,0.0,0,Rarely,Hybrid,19.1,17458.87,37343.37,0.0,6.8,11585.78,High,5,5.0,27.1,0,9,5,8,4.0,7,5,7,6.0,69.07,66.82,90.46,22.22,246849.81,Mid,0
EMP103048,39,Male,Married,Master,Engineering,Senior Engineer,18,1.8,0.9,0,Rarely,Hybrid,13.8,12700.81,32244.1,1036654.11,15.1,8529.49,Medium,3,3.0,26.4,0,3,5,4,2.0,6,4,5,5.0,31.18,75.73,81.7,23.01,1221307.93,Mid,0
EMP103049,42,Male,Married,Master,Finance,Senior Engineer,17,2.7,2.1,1,Never,Office,7.6,10349.02,14838.42,0.0,0.5,4770.76,Medium,2,2.0,24.9,0,3,5,4,3.0,5,3,4,4.25,22.11,40.18,87.0,31.12,139026.66,Mid,0
EMP103050,46,Female,Married,Master,Engineering,Senior Engineer,26,4.7,1.2,1,Never,Remote,35.5,13741.32,79956.73,0.0,5.0,7504.23,High,3,3.0,30.7,0,5,6,6,3.0,2,4,5,4.25,32.33,51.81,89.73,39.47,244852.57,Senior,0
EMP103051,43,Female,Single,Master,Support,Senior Engineer,19,6.1,1.6,2,Rarely,Office,16.9,10686.15,41633.12,0.0,12.5,5722.75,Medium,2,3.0,,3,3,4,8,3.0,4,6,5,4.75,28.36,56.16,86.96,49.84,169866.92,Mid,0
EMP103052,28,Female,Single,Master,Finance,Engineer,5,0.6,0.5,0,Frequently,Office,11.1,7030.93,20846.44,0.0,15.0,3115.64,Low,5,4.0,25.1,0,6,5,5,,3,5,2,3.75,54.3,46.68,85.16,15.84,105217.6,Entry,1
EMP103053,28,Male,Married,Master,Sales,Associate,1,1.0,0.8,0,Rarely,Hybrid,14.6,3410.15,8372.43,0.0,13.0,1519.16,Low,3,2.0,27.2,1,1,3,3,7.0,6,6,4,4.75,34.58,49.34,86.85,14.67,49294.23,Entry,1
EMP103054,34,Male,Married,Bachelor,Support,Engineer,14,3.8,3.8,0,Rarely,Office,3.7,7011.59,14827.08,0.0,11.8,5170.73,Low,4,3.0,,2,4,5,4,5.0,4,3,4,4.0,46.68,89.08,86.04,28.3,98966.16,Mid,0
EMP103055,31,Female,Divorced,High School,HR,Engineer,11,4.6,2.3,1,Never,Office,11.3,5661.77,3083.68,0.0,9.3,2586.05,Low,4,4.0,19.6,2,4,4,7,8.0,7,7,8,6.5,53.93,47.43,92.47,27.75,71024.92,Mid,0
EMP103056,26,Female,Single,High School,Engineering,Engineer,6,5.7,0.7,1,Frequently,Hybrid,6.0,6368.94,7343.81,0.0,8.3,3962.77,Low,2,2.0,26.5,1,3,6,5,4.0,5,4,6,5.25,31.43,71.0,88.33,25.34,83771.09,Junior,0
EMP103057,31,Male,Married,Bachelor,Engineering,Senior Engineer,8,4.3,0.0,0,Frequently,Hybrid,20.2,10321.08,24596.91,521014.28,13.2,6527.59,Medium,2,2.0,27.8,0,5,6,4,6.0,3,3,7,4.75,29.87,71.2,83.91,17.19,669464.15,Junior,0
EMP103058,31,Male,Single,Master,HR,Engineer,10,1.9,1.3,0,Rarely,Hybrid,10.6,6706.66,12454.44,198615.16,3.4,3771.87,Low,4,3.0,28.0,1,7,5,6,4.0,8,4,6,5.75,60.69,59.69,91.13,22.95,291549.52,Junior,0
EMP103059,30,Male,Single,Master,Marketing,Lead,7,3.7,3.0,0,Frequently,Remote,34.5,13209.57,35609.61,0.0,4.4,6614.55,High,3,4.0,22.9,1,6,8,5,5.0,7,6,5,6.5,52.3,45.26,93.46,19.71,194124.45,Junior,0
EMP103060,32,Male,Married,Bachelor,Support,Senior Engineer,8,3.4,1.5,1,Never,Hybrid,28.5,7941.36,13468.85,0.0,3.2,5642.57,Medium,3,,27.7,0,2,4,5,8.0,5,7,7,5.75,32.88,80.55,90.85,27.59,108765.17,Junior,1
EMP103061,44,Female,Married,Bachelor,Engineering,Senior Engineer,21,1.1,0.5,0,Never,Remote,10.2,12841.72,11262.11,270290.98,8.1,6663.09,Medium,3,4.0,22.7,0,6,5,6,6.0,5,4,7,5.25,40.3,49.86,88.81,21.53,435653.73,Senior,0
EMP103062,37,Male,Single,Bachelor,Engineering,Engineer,18,1.7,1.4,0,Rarely,Hybrid,3.7,8062.8,13474.27,0.0,8.3,3727.97,Medium,1,1.0,26.2,0,3,6,3,7.0,6,5,6,5.75,13.76,45.75,89.04,24.16,110227.87,Mid,0
EMP103063,55,Male,Single,Master,Marketing,Senior Manager,31,4.1,0.8,0,Never,Remote,31.3,35990.96,86490.64,282374.44,3.3,24356.58,High,4,4.0,36.1,1,6,6,7,8.0,7,4,5,5.5,58.88,51.05,91.85,37.65,800756.6,Senior,0
EMP103064,36,Male,Married,Bachelor,Finance,Engineer,15,5.7,0.4,2,Rarely,Hybrid,9.9,8028.96,16360.51,0.0,7.5,4996.55,Medium,4,3.0,19.8,0,5,6,6,6.0,9,5,8,7.0,60.5,69.22,92.19,33.75,112708.03,Mid,1
EMP103065,33,Female,Married,Bachelor,Engineering,Engineer,13,2.1,2.0,1,Never,Hybrid,4.0,7665.8,81678.03,0.0,15.6,3566.78,Medium,2,2.0,29.9,1,2,4,4,2.0,3,3,5,3.75,24.84,49.69,82.19,35.11,173667.63,Mid,0
EMP103066,35,Male,Divorced,Bachelor,Engineering,Senior Engineer,6,6.0,3.3,2,Frequently,Hybrid,24.0,12882.06,40867.3,84775.89,14.6,8472.31,Medium,5,5.0,35.5,1,7,6,5,6.0,4,4,3,4.25,62.78,73.32,85.97,45.05,280227.91,Junior,0
EMP103067,37,Male,Single,Bachelor,Marketing,Engineer,18,0.2,0.2,0,Rarely,Hybrid,16.1,7566.16,18918.46,0.0,7.4,3486.67,Medium,3,3.0,30.1,0,5,5,3,5.0,6,3,7,5.25,45.53,45.53,87.37,25.84,109712.38,Mid,0
EMP103068,38,Female,Married,Bachelor,Support,Manager,14,3.2,3.1,1,Never,Hybrid,3.8,17146.09,87996.62,150323.35,20.9,9195.92,High,3,,31.2,1,4,4,4,,4,5,5,4.5,34.94,54.27,81.64,32.5,444073.05,Mid,0
EMP103069,52,Female,Married,Master,Operations,Senior Manager,27,3.5,2.8,1,Rarely,Hybrid,13.9,39319.07,92377.72,253931.52,6.0,28963.21,High,4,5.0,26.7,2,14,4,5,5.0,4,5,2,3.75,59.82,58.24,90.57,44.5,818138.08,Senior,0
EMP103070,28,Female,Married,Master,Sales,Engineer,7,6.5,3.0,1,Never,Remote,35.3,7710.38,40361.64,662823.62,7.2,3371.58,Medium,3,3.0,26.9,1,5,6,7,6.0,4,4,8,5.5,44.14,41.83,91.73,29.35,795709.82,Junior,0
EMP103071,42,Female,Single,High School,Engineering,Lead,26,1.8,1.2,0,Never,Hybrid,10.7,22844.79,13363.65,157488.82,23.1,15371.33,High,5,5.0,34.5,1,5,4,5,3.0,3,3,6,4.0,59.05,70.57,82.82,30.18,444989.95,Senior,0
EMP103072,37,Male,Single,Bachelor,Engineering,Senior Engineer,16,2.1,1.3,1,Never,Remote,47.6,12366.94,77737.05,0.0,4.5,6521.44,Medium,3,3.0,22.7,0,5,5,4,4.0,3,4,4,4.0,39.05,50.0,84.72,26.48,226140.33,Mid,0
EMP103073,22,Female,Married,Bachelor,Sales,Associate,1,1.0,0.9,0,Frequently,Hybrid,9.6,4274.51,4492.96,0.0,16.7,3143.38,Low,4,4.0,18.6,1,1,4,5,3.0,5,5,3,4.25,40.3,93.28,81.36,14.06,55787.08,Entry,0
EMP103074,41,Female,Married,Bachelor,Engineering,Manager,21,6.3,0.9,2,Rarely,Hybrid,12.6,26871.06,66480.64,217244.66,10.0,17221.57,High,4,4.0,38.6,0,3,6,3,6.0,3,7,6,5.5,52.98,56.61,87.67,47.14,606178.02,Senior,0
EMP103075,45,Male,Married,Bachelor,Engineering,Senior Engineer,26,7.1,4.9,2,Rarely,Remote,7.0,14586.04,7695.83,0.0,2.4,7181.3,High,3,3.0,28.1,2,2,2,5,2.0,5,5,4,4.0,29.27,41.94,87.81,50.7,182728.31,Senior,0
EMP103076,28,Female,Single,High School,Engineering,Associate,12,2.4,2.1,0,Rarely,Hybrid,41.2,5204.05,2821.0,0.0,1.5,3347.31,Low,3,3.0,,2,5,7,6,3.0,5,6,7,6.25,41.48,72.19,89.42,32.19,65269.6,Mid,0
EMP103077,35,Male,Single,High School,Engineering,Lead,16,1.5,0.5,0,Never,Hybrid,41.7,16169.48,58551.55,478124.91,8.2,10947.93,High,3,3.0,,0,7,3,3,,4,4,4,3.75,42.02,70.57,82.53,24.51,730710.22,Mid,0
EMP103078,21,Male,Single,Master,Marketing,Engineer,0,0.0,0.0,0,Never,Remote,15.1,6098.84,37437.73,0.0,12.4,3290.84,Low,4,,27.1,0,4,6,6,3.0,3,4,3,4.0,42.78,60.71,85.61,11.36,110623.81,Entry,0
EMP103079,25,Male,Single,High School,Engineering,Associate,5,0.9,0.2,0,Rarely,Hybrid,14.1,4478.26,18554.02,0.0,3.6,1885.43,Low,3,4.0,24.0,1,1,4,4,4.0,3,4,3,3.5,29.34,40.67,86.11,16.66,72293.14,Entry,1
EMP103080,43,Male,Married,Master,Sales,Lead,19,7.6,0.7,1,Frequently,Hybrid,11.2,19149.11,13122.48,399935.16,9.2,12174.42,High,4,,30.3,0,4,6,5,7.0,6,3,4,4.75,48.34,62.26,87.86,32.52,642846.96,Mid,0
EMP103081,31,Non-Binary,Married,Bachelor,Support,Engineer,9,3.2,0.1,1,Frequently,Hybrid,3.4,6256.8,49732.14,0.0,8.5,3299.25,Low,4,5.0,30.8,0,4,7,8,,8,6,6,6.75,58.97,57.05,93.97,30.89,124813.74,Junior,0
EMP103082,26,Male,Single,Bachelor,Engineering,Engineer,2,2.0,1.1,1,Rarely,Office,14.4,6258.31,6241.47,0.0,9.8,4322.13,Low,4,3.0,28.4,0,2,6,4,7.0,6,7,8,6.75,59.3,81.93,90.6,26.5,81341.19,Entry,0
EMP103083,37,Female,Divorced,High School,Support,Engineer,19,2.6,0.1,0,Rarely,Hybrid,14.5,6118.11,14550.8,0.0,9.4,4433.27,Low,3,2.0,23.3,1,3,6,9,,6,7,6,6.25,45.46,86.91,90.48,22.15,87968.12,Mid,0
EMP103084,31,Male,Married,High School,Marketing,Engineer,9,9.0,5.3,2,Never,Remote,18.9,6260.83,23352.16,0.0,7.7,3090.06,Low,5,5.0,30.8,0,8,9,7,8.0,8,8,7,8.0,76.41,51.68,94.63,35.73,98482.12,Junior,0
EMP103085,31,Male,Single,Bachelor,Support,Engineer,9,5.4,2.0,1,Never,Hybrid,42.4,4783.41,2375.52,0.0,25.0,2403.12,Low,2,2.0,26.5,1,4,4,5,7.0,3,6,4,4.25,24.3,61.79,82.47,30.44,59776.44,Junior,0
EMP103086,41,Male,Married,Master,Sales,Manager,17,4.1,0.0,1,Frequently,Remote,16.1,25681.4,46942.04,0.0,1.2,12688.15,High,4,3.0,31.0,2,6,6,5,5.0,4,5,6,5.25,51.38,31.98,90.31,40.78,355118.84,Mid,0
EMP103087,26,Male,Married,Master,Marketing,Engineer,2,2.0,0.5,0,Rarely,Hybrid,17.2,5570.75,10964.74,672950.19,5.9,3307.69,Low,4,4.0,28.5,0,8,5,3,4.0,4,6,3,4.5,54.57,66.4,88.89,17.52,750763.93,Entry,0
EMP103088,28,Female,Married,High School,HR,Engineer,11,1.4,1.0,0,Frequently,Office,18.8,4715.93,10526.72,419542.48,0.9,2975.73,Low,1,1.0,,2,1,3,4,4.0,4,3,6,4.0,14.14,70.54,87.46,22.47,486660.36,Mid,0
EMP103089,36,Female,Single,High School,Marketing,Senior Engineer,18,2.2,0.8,1,Rarely,Office,5.9,11336.08,59513.59,315357.87,5.3,5926.81,Medium,3,3.0,31.0,2,6,5,3,5.0,3,6,6,5.0,43.27,50.56,87.91,39.19,510904.42,Mid,0
EMP103090,43,Male,Married,Bachelor,Sales,Senior Engineer,25,6.0,4.4,2,Frequently,Remote,53.1,12769.72,39793.76,0.0,7.6,5648.95,Medium,3,2.0,25.7,1,5,5,4,4.0,4,5,6,5.0,42.16,38.37,87.26,40.42,193030.4,Senior,0
EMP103091,45,Female,Divorced,Master,Support,Senior Engineer,20,3.3,2.7,1,Rarely,Office,9.2,11227.8,69657.58,0.0,25.6,6414.08,Medium,4,3.0,36.3,1,9,5,7,6.0,5,5,5,5.0,62.0,66.66,85.94,40.24,204391.18,Mid,1
EMP103092,30,Female,Single,Bachelor,Sales,Engineer,9,4.9,3.9,0,Frequently,Hybrid,10.1,7254.41,17750.58,0.0,25.5,3710.68,Medium,3,2.0,25.2,1,5,2,4,6.0,4,6,5,4.25,45.53,61.21,80.93,21.39,104803.5,Junior,0
EMP103093,42,Female,Single,Bachelor,Engineering,Senior Engineer,20,2.6,1.7,1,Rarely,Hybrid,5.6,12022.71,26003.88,0.0,2.3,7774.27,Medium,2,3.0,28.7,0,5,6,5,6.0,6,5,5,5.5,36.83,67.1,89.77,33.59,170276.4,Mid,0
EMP103094,29,Male,Single,Master,Sales,Engineer,5,3.0,2.2,0,Frequently,Remote,27.5,6211.19,19287.89,0.0,10.9,3891.01,Low,3,,27.8,0,5,3,5,3.0,6,2,3,3.5,39.75,72.87,81.84,17.69,93822.17,Entry,0
EMP103095,50,Male,Married,Master,Marketing,Manager,23,7.2,4.1,2,Never,Office,4.2,22407.16,160184.1,317081.73,9.2,13575.98,High,3,4.0,35.7,2,8,4,5,,5,5,4,4.5,47.4,54.96,85.79,50.85,746151.75,Senior,0
EMP103096,26,Female,Married,Bachelor,Engineering,Engineer,2,2.0,0.9,0,Rarely,Hybrid,13.0,5483.31,1800.93,0.0,14.9,4065.01,Low,3,3.0,30.2,0,4,4,5,4.0,3,5,4,4.0,38.79,92.36,83.75,16.48,67600.65,Entry,1
EMP103097,46,Male,Married,Bachelor,HR,Senior Engineer,24,3.8,0.2,1,Never,Office,3.3,11602.27,38080.07,0.0,3.8,4672.06,Medium,3,3.0,30.8,1,6,6,7,5.0,5,6,5,5.5,40.46,31.83,88.46,39.3,177307.31,Senior,0
EMP103098,30,Male,Married,Bachelor,Operations,Engineer,5,3.1,3.0,1,Never,Hybrid,39.2,6878.44,27426.27,0.0,11.2,3247.84,Low,4,,21.6,1,6,4,4,2.0,5,5,2,4.0,51.35,49.5,86.88,25.17,109967.55,Entry,0
EMP103099,51,Female,Single,Bachelor,Engineering,Senior Manager,28,2.4,2.0,0,Never,Hybrid,10.7,38442.21,172268.75,626017.39,12.8,15816.73,High,4,4.0,,2,8,4,5,4.0,5,4,4,4.25,54.13,13.56,84.9,34.57,1259592.66,Senior,0
EMP103100,40,Male,Married,Bachelor,Engineering,Lead,17,2.7,1.8,0,Never,Hybrid,27.6,17493.14,,161615.66,5.8,13040.66,High,3,3.0,24.7,0,1,5,3,7.0,5,4,5,4.75,32.47,78.52,88.04,19.82,405405.45,Mid,0
EMP103101,27,Female,Married,Master,Operations,Associate,2,2.0,1.3,0,Never,Remote,9.2,3240.37,1207.2,0.0,7.2,1395.04,Low,3,3.0,24.9,0,2,5,3,5.0,4,7,4,5.0,40.64,44.73,87.87,10.74,40091.64,Entry,0
EMP103102,31,Male,Married,Bachelor,Engineering,Senior Engineer,11,7.5,4.3,2,Never,Hybrid,11.5,11302.81,9455.83,0.0,4.1,5260.25,Medium,4,4.0,22.2,0,4,5,6,7.0,5,5,7,5.5,57.58,41.54,88.04,34.06,145089.55,Mid,0
EMP103103,41,Female,Married,Master,Finance,Lead,15,3.3,0.3,1,Rarely,Hybrid,2.0,15807.1,35850.23,0.0,2.6,6549.11,High,2,3.0,27.8,0,7,7,5,5.0,6,4,4,5.25,33.52,29.37,87.63,30.69,225535.43,Mid,0
EMP103104,43,Male,Married,Bachelor,Engineering,Senior Engineer,23,6.5,2.1,1,Never,Remote,63.1,15008.33,46162.26,0.0,11.9,7554.3,High,4,4.0,,1,4,7,5,4.0,7,7,8,7.25,55.02,47.31,90.73,35.17,226262.22,Senior,0
EMP103105,34,Male,Married,Master,Engineering,Senior Engineer,9,1.5,0.5,0,Never,Office,16.5,10618.78,21352.58,0.0,2.8,7027.99,Medium,2,2.0,29.6,2,2,6,4,4.0,6,4,6,5.5,26.94,70.8,87.9,23.4,148777.94,Junior,0
EMP103106,35,Female,Single,High School,Engineering,Lead,15,4.5,3.6,1,Never,Hybrid,2.9,17105.42,55643.09,427214.51,5.6,7228.36,High,3,3.0,24.1,2,7,3,5,6.0,6,5,6,5.0,44.87,30.73,91.66,38.37,688122.64,Mid,0
EMP103107,41,Male,Married,Bachelor,Engineering,Senior Engineer,20,0.5,0.3,0,Never,Remote,29.8,13934.99,59898.81,184739.0,13.1,10292.56,High,4,3.0,30.7,0,1,7,4,5.0,3,4,5,4.75,45.61,83.76,85.35,24.37,411857.69,Mid,0
EMP103108,36,Female,Married,High School,HR,Engineer,16,1.8,0.7,0,Never,Office,4.4,6773.05,,0.0,4.1,3817.26,Low,2,1.0,19.2,1,5,6,1,2.0,4,3,3,4.0,26.48,60.09,86.26,20.68,94180.01,Mid,0
EMP103109,25,Female,Single,Master,Engineering,Associate,0,0.0,0.0,0,Rarely,Office,9.0,3240.04,12901.75,0.0,9.6,1890.39,Low,3,3.0,21.9,1,1,1,2,3.0,3,1,3,2.0,21.36,68.54,82.74,12.53,51782.23,Entry,1
EMP103110,28,Male,Single,High School,Engineering,Associate,8,2.2,1.9,0,Rarely,Remote,15.5,4242.66,14325.28,0.0,9.4,2035.19,Low,3,3.0,24.4,2,1,3,5,5.0,5,7,4,4.75,31.65,52.14,86.22,18.57,65237.2,Junior,0
EMP103111,37,Male,Married,Bachelor,Finance,Lead,11,6.5,5.1,1,Rarely,Remote,4.5,15998.77,31516.73,194323.11,4.5,6936.23,High,5,5.0,21.9,3,7,6,7,6.0,6,8,7,6.75,74.22,32.88,91.88,35.38,417825.08,Mid,0
EMP103112,45,Female,Divorced,Master,Operations,Senior Engineer,22,0.6,0.5,0,Never,Office,12.8,12805.88,15852.92,293864.87,5.5,6809.0,Medium,4,4.0,32.4,2,1,5,4,6.0,5,6,5,5.25,44.62,50.69,88.94,34.13,463388.35,Senior,0
EMP103113,48,Female,Married,Master,Sales,Senior Manager,18,7.1,2.8,1,Rarely,Hybrid,20.4,31796.2,,251970.55,4.0,12753.01,High,4,4.0,31.8,0,7,6,4,4.0,5,4,3,4.5,52.92,14.01,88.79,35.13,730584.66,Mid,0
EMP103114,41,Female,Married,Bachelor,Finance,Manager,21,0.5,0.2,0,Never,Office,10.0,23199.67,143044.3,168630.13,3.4,11231.55,High,3,3.0,32.2,1,3,6,4,5.0,6,5,7,6.0,39.65,33.61,90.12,30.27,590070.47,Senior,0
EMP103115,37,Male,Married,Master,Engineering,Engineer,14,2.5,1.4,0,Rarely,Hybrid,13.8,8220.41,17833.14,0.0,4.7,5767.58,Medium,2,3.0,27.2,0,5,3,4,5.0,2,6,4,3.75,30.89,79.61,86.47,20.02,116478.06,Mid,0
EMP103116,41,Female,Divorced,Bachelor,Marketing,Manager,22,2.6,0.5,0,Never,Office,2.4,20053.64,55316.79,224613.09,16.9,12646.91,High,3,3.0,34.1,1,9,5,5,4.0,6,4,4,4.75,48.44,64.02,85.7,32.79,520573.56,Senior,0
EMP103117,30,Male,Single,Bachelor,Finance,Lead,12,8.7,3.2,2,Never,Hybrid,25.6,15543.56,100352.57,0.0,6.8,10940.92,High,2,2.0,29.5,1,4,5,3,3.0,5,7,2,4.75,29.36,74.46,83.99,42.36,286875.29,Mid,0
EMP103118,34,Female,Single,Bachelor,HR,Lead,14,5.2,2.6,1,Never,Office,7.7,13848.47,36101.09,0.0,1.8,7812.31,High,4,4.0,25.5,1,7,6,7,8.0,7,9,7,7.25,64.54,53.01,93.85,28.87,202282.73,Mid,0
EMP103119,28,Male,Single,High School,Support,Engineer,8,8.0,5.4,1,Never,Hybrid,12.1,5885.78,31277.31,0.0,11.2,2595.13,Low,3,3.0,27.1,0,2,5,5,5.0,5,5,5,5.0,36.35,45.69,87.99,23.03,101906.67,Junior,0
EMP103120,25,Male,Single,Bachelor,HR,Associate,7,7.0,3.1,1,Never,Hybrid,27.0,3814.37,3331.04,0.0,5.3,2704.96,Low,4,4.0,34.6,0,2,5,8,3.0,4,4,5,4.5,41.32,84.87,86.34,29.71,49103.48,Junior,0
